33.24464731361243	韦小宝
28.321290683322303	郭靖
24.761088866652784	黄蓉
24.487069251409782	杨过
24.413030856735247	令狐冲
24.373753751957302	张无忌
15.39948022877826	段誉
13.249956452103687	汉子
12.48338312261372	陈家洛
11.555012009480393	袁承志
11.467884933864916	小龙女
10.515043926765346	胡斐
8.97458556402694	赵敏
8.542407397163998	岳不群
7.915955405827344	骆冰
7.7722136477241515	徐天宏
7.705101055639736	吴三桂
7.688321559398988	黄药师
7.600141172394793	谢逊
7.194087765121062	文泰来
7.182182121091222	丘处机
6.882746285568933	周芷若
6.829493218610971	杨逍
6.1932872623786235	洪七公
6.137671865943996	慕容复
6.0764429480088795	狄云
6.059230173781183	周伯通
6.026487814847502	石破天
5.99118195393325	王语嫣
5.9865227709024715	郭芙
5.803432405713762	周绮
5.768502279382	赵半山
5.7379651234279665	虚竹
5.718998275474275	陆菲青
5.696664827641363	余鱼同
5.678181238588745	林平之
5.597135479061528	岳灵珊
5.494657311411239	李莫愁
5.4432081752490085	张翠山
5.412779779998901	大汉
5.3648322715712995	张召重
5.194954556396285	卫春华
5.1618041997854425	郭襄
5.155269179326989	周仲英
5.040440742622537	张三丰
5.016415762437763	柯镇恶
4.996120539382371	章进
4.933347507879765	乔峰
4.81409773887018	段正淳
4.750183583052608	霍青桐
4.7272967210295285	仪琳
4.537502876617116	朱聪
4.4857419228801625	阿朱
4.443122158143929	心砚
4.357795397546928	程灵素
4.2692466421235284	殷梨亭
4.205439952048754	李沅芷
4.058657927424057	双儿
4.037234569233537	左冷禅
4.017932283793058	杨康
3.9488342366279543	任我行
3.907583069373736	阿紫
3.907461149054703	韦一笑
3.879653879600327	梅超风
3.8532440252333813	陈近南
3.6960333844434974	欧阳克
3.598810417467311	丁春秋
3.5953195076995175	完颜洪烈
3.5573242975736634	方证
3.5016164184983944	田伯光
3.4912813613597025	宋远桥
3.490540449068875	木婉清
3.4896678776711614	金轮法王
3.4672212641054214	石清
3.4448038377937378	马钰
3.4327688937573613	说不得
3.3765805237203192	鸠摩智
3.350715750089548	灭绝师太
3.303896957034595	尹志平
3.26996301796246	余沧海
3.2426146869864163	包不同
3.191534236865897	赵志敬
3.1369403241641667	徐天川
3.0009618662928648	彭连虎
2.9748341784717938	殷素素
2.9470382678351164	福康安
2.93432754826508	韩小莹
2.89829734881135	空智
2.8878339268977373	向问天
2.8746167788381625	周颠
2.8714564294168614	定逸
2.845641200280608	殷天正
2.8047259399223625	白万剑
2.7924363994853483	方怡
2.7707598674833585	韩宝驹
2.766960592743318	王处一
2.739062890975175	老头子
2.7261839497652978	沙通天
2.7101696799874864	钟灵
2.682295892300632	潇湘子
2.6811884006322506	陆无双
2.6225436986670783	段延庆
2.6178573174771973	空闻
2.6116047555155473	哑巴
2.583347400424626	范遥
2.5790606697577236	桃根仙
2.5786709832987142	东方不败
2.5684841828244642	马春花
2.56646394198042	杨成协
2.53366018534739	玄难
2.5317410766197277	裘千仞
2.508976529473411	游坦之
2.4987268536591825	冲虚
2.4947359032209517	全金发
2.4926666651923632	孟健雄
2.4871792068399743	拖雷
2.48236049858989	邓百川
2.4634930431091866	苗人凤
2.442729441384752	阿碧
2.410889300058582	俞岱岩
2.4038379122888873	鳌拜
2.3896714222742923	朱丹臣
2.383780211216339	郑克爽
2.378062491760152	桃枝仙
2.36560291783808	沐剑屏
2.363441485192306	小桂子
2.362154873705268	宋青书
2.3055701535360025	小昭
2.274276449990201	张松溪
2.272383197837418	莫大
2.243365976757482	巴天石
2.243138401856241	水笙
2.2427491674872506	闵柔
2.2332625143000935	金花婆婆
2.2304145003574503	戚芳
2.2158849530818214	杨不悔
2.2016968927276572	梁子翁
2.1897035560863594	桃干仙
2.189437143294845	霍都
2.1782236024653945	胖子
2.173509676065237	纪晓芙
2.169199026995165	彭莹玉
2.1665626539844953	桃花仙
2.1445491998925523	蒋四根
2.139869742129558	吴应熊
2.1198501597979993	一灯大师
2.1191993355326875	仪和
2.071255146989623	何太冲
2.06765563986903	刘正风
2.0538224501450637	劳德诺
2.0504999511323234	耶律齐
2.0421825831963	陈友谅
2.0098244762018798	洪胜海
2.005320441954402	圆真
1.9947317171415884	尹克西
1.9931878019772424	穆念慈
1.9853236851475624	郝大通
1.9799914484485124	李可秀
1.9778787510766793	风波恶
1.9752992957646134	万圭
1.9597215251945477	朱子柳
1.9586706528984568	公孙止
1.936987400246739	归辛树
1.9253088747174654	华筝
1.9195873150815168	万震山
1.8916612498213676	武三通
1.8847928635996105	尼摩星
1.8847914212854162	公冶乾
1.882766483800593	石双英
1.881424383882182	祖千秋
1.8426448351547267	侯通海
1.8425640440326476	茅十八
1.8416326252632935	胖头陀
1.8376843206537843	成昆
1.8222919466886291	莫声谷
1.7821733681053626	桃实仙
1.7751573531909168	焦宛儿
1.7744309126386857	南希仁
1.7744040390968376	裘千尺
1.773446530873596	徐铮
1.7601881185916033	桃叶仙
1.7592053977111501	武修文
1.7590283346186184	归二娘
1.7496209157522795	丁不四
1.7379776123028496	胡青牛
1.7298521065533419	陈正德
1.7281939326955462	王夫人
1.7243723063982528	陆冠英
1.715561467421756	陆大有
1.7126524259472884	顾金标
1.6884604606414086	袁紫衣
1.6834529701583816	何足道
1.6801318149607631	苏星河
1.6791698881920947	何铁手
1.6628168127043539	鲁有脚
1.6585112681580858	铁木真
1.6549681360885165	常遇春
1.654417169158367	孙不二
1.6465249882112585	施琅
1.6397366407104477	李自成
1.6374448044209453	杨铁心
1.6334603933871314	程青竹
1.6282002727707994	云中鹤
1.6223600481737819	殷离
